time,HDifHor,HDirNor,HGloHor,HHorIR,TBlaSky,TDewPoi,TDryBul,TWetBul,ceiHei,cloTim,nOpa,nTot,relHum,solAlt,solDec,solHouAng,solTim,solZen,winDir,winSpe,lat,lon,pAtm
0.0,0.0,0.0,0.0,218.0,249.15567,257.05,260.95,260.17477,2740.0,0.0,0.9,0.9,0.73,-1.2405471,-0.40288612,-3.1210277,282.7876,2.8113434,4.712389,2.6,0.7326892018318176,-1.5344934463500977,101325.0
3600.0,0.0,0.0,0.0,218.0,249.15567,257.05,260.95,260.17477,2740.0,3600.0,0.9,0.9,0.73,-1.1655939,-0.40283296,-2.85931,3881.6653,2.73639,4.712389,2.6,0.7326892018318176,-1.5344934463500977,101325.0
7200.0,0.0,0.0,0.0,227.0,251.50783,257.55,261.45,260.64954,1680.0,7200.0,1.0,1.0,0.73,-1.0109726,-0.40277955,-2.597592,7480.5435,2.581769,4.363323,2.6,0.7326892018318176,-1.5344934463500977,101325.0
10800.0,0.0,0.0,0.0,230.0,252.23586,258.15,262.05,261.21857,1400.0,10800.0,1.0,1.0,0.73,-0.82687265,-0.40272593,-2.3358743,11079.422,2.397669,4.1887903,2.1,0.7326892018318176,-1.5344934463500977,101325.0
14400.0,0.0,0.0,0.0,230.0,252.23586,258.15,262.05,261.21857,1400.0,14400.0,1.0,1.0,0.73,-0.6335629,-0.40267208,-2.0741565,14678.302,2.2043593,4.0142574,2.6,0.7326892018318176,-1.5344934463500977,101325.0
18000.0,0.0,0.0,0.0,232.0,252.86765,258.75,262.55,261.69217,1400.0,18000.0,1.0,1.0,0.73,-0.43978727,-0.40261802,-1.8124386,18277.182,2.0105836,4.1887903,2.6,0.7326892018318176,-1.5344934463500977,101325.0
21600.0,0.0,0.0,0.0,232.0,252.86765,258.75,262.55,261.69217,1830.0,21600.0,1.0,1.0,0.73,-0.2509449,-0.40256375,-1.5507206,21876.06,1.8217412,3.6651914,2.6,0.7326892018318176,-1.5344934463500977,101325.0
25200.0,2.2826087,3.5603864,0.90789473,232.0,252.9926,259.25,262.55,261.82013,1680.0,25200.0,1.0,1.0,0.77,-0.071880415,-0.40250927,-1.2890027,25474.941,1.6426767,3.1415927,3.1,0.7326892018318176,-1.5344934463500977,101325.0
28800.0,27.637033,188.53322,53.312634,224.0,250.61671,259.85,263.15,262.3926,2130.0,28800.0,0.8,0.8,0.77,0.09186594,-0.40245456,-1.0272846,29073.822,1.4789304,3.1415927,2.6,0.7326892018318176,-1.5344934463500977,101325.0
32400.0,59.938812,501.1997,179.69447,207.0,245.81914,259.85,264.25,263.22723,2000.0,32400.0,0.0,0.0,0.71,0.23332006,-0.40239963,-0.7655666,32672.703,1.3374763,3.3161256,3.1,0.7326892018318176,-1.5344934463500977,101325.0
36000.0,75.14154,654.2923,297.03445,214.0,247.86569,259.85,266.45,264.83835,2000.0,36000.0,0.0,0.2,0.6,0.34383473,-0.4023445,-0.5038485,36271.586,1.2269616,3.8397243,5.7,0.7326892018318176,-1.5344934463500977,101325.0
39600.0,110.19768,640.3596,369.42554,221.0,249.9818,262.05,268.15,266.51236,2000.0,39600.0,0.0,0.0,0.63,0.41391677,-0.40228915,-0.2421304,39870.47,1.1568795,3.6651914,5.7,0.7326892018318176,-1.5344934463500977,101325.0
43200.0,159.33698,328.37003,298.17514,236.0,254.03299,263.75,269.85,268.0556,2000.0,43200.0,0.2,0.6,0.63,0.4357288,-0.40223357,0.019587744,43469.35,1.1350676,3.8397243,5.7,0.7326892018318176,-1.5344934463500977,101325.0
46800.0,171.66432,76.2325,206.07762,256.0,259.29056,264.85,270.95,269.05008,6710.0,46800.0,0.8,1.0,0.63,0.40646517,-0.40217778,0.28130594,47068.234,1.1643312,4.0142574,5.2,0.7326892018318176,-1.5344934463500977,101325.0
50400.0,127.92088,79.47214,149.4117,267.0,261.8572,265.35,272.05,269.93002,6710.0,50400.0,0.9,1.0,0.61,0.32984743,-0.40212175,0.5430241,50667.117,1.2409489,4.537856,4.1,0.7326892018318176,-1.5344934463500977,101325.0
54000.0,67.10072,64.19601,83.12357,267.0,262.0048,265.95,272.05,270.09717,3660.0,54000.0,0.9,0.9,0.64,0.21417359,-0.40206552,0.8047424,54266.004,1.3566227,4.537856,3.1,0.7326892018318176,-1.5344934463500977,101325.0
57600.0,20.117647,12.784091,19.704144,276.0,264.11124,267.05,272.05,270.3742,3660.0,57600.0,1.0,1.0,0.69,0.06892819,-0.40200907,1.0664607,57864.887,1.5018681,3.6651914,1.5,0.7326892018318176,-1.5344934463500977,101325.0
61200.0,0.6617647,0.0,1.1328125,276.0,264.11124,267.05,272.05,270.3742,3660.0,61200.0,1.0,1.0,0.69,-0.097468995,-0.40195242,1.328179,61463.773,1.6682653,0.0,0.0,0.7326892018318176,-1.5344934463500977,101325.0
64800.0,0.0,0.0,0.0,273.0,263.52875,267.05,271.45,269.98392,2440.0,64800.0,1.0,1.0,0.72,-0.278283,-0.40189552,1.5898974,65062.656,1.8490794,0.0,0.0,0.7326892018318176,-1.5344934463500977,101325.0
68400.0,0.0,0.0,0.0,271.0,263.04333,267.05,270.95,269.67603,2440.0,68400.0,1.0,1.0,0.75,-0.46812522,-0.40183845,1.8516158,68661.55,2.0389216,2.7925267,2.1,0.7326892018318176,-1.5344934463500977,101325.0
72000.0,0.0,0.0,0.0,276.0,264.23373,267.55,272.05,270.53955,3050.0,72000.0,1.0,1.0,0.72,-0.6621543,-0.40178114,2.1133342,72260.43,2.2329507,2.7925267,2.6,0.7326892018318176,-1.5344934463500977,101325.0
75600.0,0.0,0.0,0.0,275.0,263.79715,268.15,271.45,270.30264,3050.0,75600.0,1.0,1.0,0.78,-0.85469294,-0.4017236,2.3750527,75859.32,2.4254892,0.0,0.0,0.7326892018318176,-1.5344934463500977,101325.0
79200.0,0.0,0.0,0.0,277.0,264.38022,268.15,272.05,270.70416,3050.0,79200.0,1.0,1.0,0.75,-1.0359794,-0.40166584,2.6367712,79458.2,2.6067758,2.7925267,2.6,0.7326892018318176,-1.5344934463500977,101325.0
82800.0,0.0,0.0,0.0,254.0,258.79202,268.15,271.45,270.30264,3050.0,82800.0,0.6,0.6,0.78,-1.182544,-0.40160787,2.8984897,83057.09,2.7533402,3.1415927,2.6,0.7326892018318176,-1.5344934463500977,101325.0
86400.0,0.0,0.0,0.0,247.0,256.96542,267.05,271.45,269.98392,2000.0,86400.0,0.3,0.3,0.72,-1.2392924,-0.4015497,3.1602082,86655.984,2.8100886,3.3161256,2.6,0.7326892018318176,-1.5344934463500977,101325.0
90000.0,0.0,0.0,0.0,237.0,254.25629,267.05,269.25,268.55386,2000.0,90000.0,0.2,0.2,0.85,-1.1653892,-0.4014913,3.4219267,90254.875,2.7361856,2.9670596,2.1,0.7326892018318176,-1.5344934463500977,101325.0
93600.0,0.0,0.0,0.0,243.0,255.92412,267.05,270.35,269.26468,2000.0,93600.0,0.3,0.4,0.78,-1.0113398,-0.4014327,3.6836455,93853.76,2.5821362,3.4906585,3.1,0.7326892018318176,-1.5344934463500977,101325.0
97200.0,0.0,0.0,0.0,239.0,254.68053,266.45,269.85,268.79233,2000.0,97200.0,0.2,0.2,0.78,-0.82746387,-0.40137386,3.9453642,97452.65,2.39826,3.1415927,2.6,0.7326892018318176,-1.5344934463500977,101325.0
100800.0,0.0,0.0,0.0,249.0,257.48108,267.05,270.35,269.26468,3050.0,100800.0,0.6,0.8,0.78,-0.63420933,-0.40131482,4.2070827,101051.54,2.2050056,2.0943952,2.1,0.7326892018318176,-1.5344934463500977,101325.0
104400.0,0.0,0.0,0.0,263.0,261.00137,267.55,272.05,270.53955,3050.0,104400.0,0.8,1.0,0.72,-0.44039327,-0.40125555,4.4688015,104650.43,2.0111897,3.3161256,3.6,0.7326892018318176,-1.5344934463500977,101325.0
108000.0,0.0,0.0,0.0,263.0,261.00137,267.55,272.05,270.53955,7620.0,108000.0,0.8,1.0,0.72,-0.2514409,-0.40119606,4.7305202,108249.33,1.8222373,3.6651914,3.1,0.7326892018318176,-1.5344934463500977,101325.0
111600.0,2.3958333,0.0,2.3617022,278.0,264.7194,267.55,272.55,270.83252,7620.0,111600.0,1.0,1.0,0.69,-0.07220305,-0.40113637,4.992239,111848.22,1.6429994,3.4906585,2.6,0.7326892018318176,-1.5344934463500977,101325.0
115200.0,21.95285,2.5,22.380566,278.0,264.7194,267.55,272.55,270.83252,2440.0,115200.0,1.0,1.0,0.69,0.09178256,-0.40107647,5.253958,115447.11,1.4790138,3.3161256,2.6,0.7326892018318176,-1.5344934463500977,101325.0
118800.0,84.60965,3.05,85.66919,282.0,265.44922,268.15,273.15,271.38184,2440.0,118800.0,1.0,1.0,0.69,0.23354585,-0.40101632,5.515677,119046.0,1.3372505,3.1415927,3.6,0.7326892018318176,-1.5344934463500977,101325.0
122400.0,128.52667,0.825,129.0748,284.0,266.0323,268.15,273.75,271.81006,2440.0,122400.0,1.0,1.0,0.67,0.3444357,-0.40095598,5.7773957,122644.9,1.2263607,2.7925267,3.6,0.7326892018318176,-1.5344934463500977,101325.0
126000.0,155.40666,1.5,155.29947,289.0,267.1013,268.15,274.85,272.48816,2440.0,126000.0,1.0,1.0,0.62,0.4149345,-0.40089542,6.039115,126243.79,1.1558619,3.1415927,3.6,0.7326892018318176,-1.5344934463500977,101325.0
129600.0,184.50029,2.5,185.13535,289.0,267.2487,268.75,274.85,272.6163,1830.0,129600.0,1.0,1.0,0.64,0.4371548,-0.40083465,6.3008337,129842.69,1.1336415,2.7925267,2.1,0.7326892018318176,-1.5344934463500977,101325.0
133200.0,178.66574,1.625,179.24562,290.0,267.3711,269.25,274.85,272.8077,1830.0,133200.0,1.0,1.0,0.67,0.40823326,-0.40077364,6.562553,133441.58,1.1625631,0.0,0.0,0.7326892018318176,-1.5344934463500977,101325.0
136800.0,146.97292,0.0,146.83333,286.0,266.3914,272.05,273.15,272.70154,240.0,136800.0,1.0,1.0,0.92,0.33185887,-0.40071243,6.824272,137040.47,1.2389375,2.7925267,2.6,0.7326892018318176,-1.5344934463500977,101325.0
140400.0,88.22801,0.0,88.25862,283.0,265.80624,272.05,272.55,272.33264,910.0,140400.0,1.0,1.0,0.96,0.21633358,-0.400651,7.085991,140639.38,1.3544627,2.0943952,2.1,0.7326892018318176,-1.5344934463500977,101325.0
144000.0,27.241379,0.0,27.241379,288.0,266.97656,272.05,273.75,273.11447,1830.0,144000.0,1.0,1.0,0.89,0.071166486,-0.40058938,7.34771,144238.27,1.4996299,1.5707964,3.6,0.7326892018318176,-1.5344934463500977,101325.0
147600.0,2.5,0.0,2.5,289.0,267.09592,272.55,273.75,273.28888,180.0,147600.0,1.0,1.0,0.92,-0.09519632,-0.4005275,7.6094294,147837.17,1.6659926,2.9670596,7.7,0.7326892018318176,-1.5344934463500977,101325.0
151200.0,0.0,0.0,0.0,284.0,265.92508,272.55,272.55,272.55,150.0,151200.0,1.0,1.0,1.0,-0.27599952,-0.40046543,7.8711486,151436.06,1.8467958,2.0943952,3.1,0.7326892018318176,-1.5344934463500977,101325.0
154800.0,0.0,0.0,0.0,289.0,267.09592,272.55,273.75,273.28888,270.0,154800.0,1.0,1.0,0.92,-0.4658404,-0.40040314,8.132868,155034.97,2.0366368,2.268928,3.6,0.7326892018318176,-1.5344934463500977,101325.0
158400.0,0.0,0.0,0.0,291.0,267.58377,272.55,274.25,273.59973,270.0,158400.0,1.0,1.0,0.89,-0.6598681,-0.40034065,8.3945875,158633.86,2.2306645,2.443461,3.6,0.7326892018318176,-1.5344934463500977,101325.0
162000.0,0.0,0.0,0.0,294.0,268.31247,273.15,274.85,274.1819,1010.0,162000.0,1.0,1.0,0.89,-0.8524016,-0.4002779,8.656306,162232.77,2.423198,2.0943952,4.1,0.7326892018318176,-1.5344934463500977,101325.0
165600.0,0.0,0.0,0.0,297.0,268.9436,273.75,275.35,274.66687,1160.0,165600.0,1.0,1.0,0.89,-1.0336974,-0.40021497,8.918026,165831.66,2.6044936,1.5707964,3.1,0.7326892018318176,-1.5344934463500977,101325.0
169200.0,0.0,0.0,0.0,286.0,266.5105,272.55,273.15,272.92645,1160.0,169200.0,1.0,1.0,0.96,-1.1804205,-0.40015182,9.179746,169430.56,2.751217,0.0,0.0,0.7326892018318176,-1.5344934463500977,101325.0
172800.0,0.0,0.0,0.0,286.0,266.5105,272.55,273.15,272.92645,180.0,172800.0,1.0,1.0,0.96,-1.2379037,-0.40008846,9.441465,173029.47,2.8087,5.5850534,2.6,0.7326892018318176,-1.5344934463500977,101325.0
176400.0,0.0,0.0,0.0,286.0,266.5105,272.55,273.15,272.92645,180.0,176400.0,1.0,1.0,0.96,-1.1650584,-0.40002486,9.703184,176628.36,2.7358546,5.2359877,2.6,0.7326892018318176,-1.5344934463500977,101325.0
180000.0,0.0,0.0,0.0,286.0,266.5105,272.55,273.15,272.92645,180.0,180000.0,1.0,1.0,0.96,-1.0116012,-0.39996105,9.964904,180227.27,2.5823975,5.5850534,4.6,0.7326892018318176,-1.5344934463500977,101325.0
183600.0,0.0,0.0,0.0,289.0,267.09592,272.55,273.75,273.28888,210.0,183600.0,1.0,1.0,0.92,-0.8279606,-0.39989704,10.226624,183826.17,2.398757,5.934119,7.2,0.7326892018318176,-1.5344934463500977,101325.0
187200.0,0.0,0.0,0.0,285.0,266.248,271.45,273.15,272.53195,310.0,187200.0,1.0,1.0,0.89,-0.6347655,-0.39983281,10.488343,187425.08,2.2055619,5.934119,6.2,0.7326892018318176,-1.5344934463500977,101325.0
190800.0,0.0,0.0,0.0,279.0,264.79214,269.85,272.05,271.24808,400.0,190800.0,1.0,1.0,0.85,-0.44090876,-0.39976838,10.750063,191023.97,2.0117052,5.5850534,5.7,0.7326892018318176,-1.5344934463500977,101325.0
194400.0,0.0,0.0,0.0,273.0,263.45654,268.75,270.95,270.19046,580.0,194400.0,1.0,1.0,0.85,-0.25184324,-0.3997037,11.011783,194622.88,1.8226396,5.2359877,6.2,0.7326892018318176,-1.5344934463500977,101325.0
198000.0,5.1704545,0.0,5.0,268.0,262.09695,267.55,269.85,269.13177,580.0,198000.0,1.0,1.0,0.85,-0.072426796,-0.39963883,11.273502,198221.78,1.6432232,5.4105206,5.2,0.7326892018318176,-1.5344934463500977,101325.0
201600.0,46.107143,0.5,46.730263,268.0,262.09695,267.55,269.85,269.13177,580.0,201600.0,1.0,1.0,0.85,0.09180463,-0.39957374,11.535222,201820.69,1.4789917,5.2359877,4.6,0.7326892018318176,-1.5344934463500977,101325.0
205200.0,123.64026,0.5416667,124.10545,263.0,260.90753,267.05,268.75,268.20844,580.0,205200.0,1.0,1.0,0.88,0.2338842,-0.39950845,11.796942,205419.6,1.3369122,5.5850534,5.2,0.7326892018318176,-1.5344934463500977,101325.0
208800.0,198.38571,0.0,199.2827,263.0,260.90753,267.05,268.75,268.20844,580.0,208800.0,1.0,1.0,0.88,0.3451555,-0.3994429,12.058661,209018.5,1.2256408,5.2359877,5.2,0.7326892018318176,-1.5344934463500977,101325.0
212400.0,217.9979,0.5625,218.07602,265.0,261.39294,267.05,269.25,268.55386,580.0,212400.0,1.0,1.0,0.85,0.4160747,-0.39937717,12.320382,212617.4,1.1547216,5.2359877,4.6,0.7326892018318176,-1.5344934463500977,101325.0
216000.0,216.63931,1.0,217.10913,268.0,262.09695,267.55,269.85,269.13177,640.0,216000.0,1.0,1.0,0.85,0.4387023,-0.3993112,12.582102,216216.31,1.132094,5.2359877,4.1,0.7326892018318176,-1.5344934463500977,101325.0
219600.0,213.4342,1.0,214.99054,270.0,262.58258,267.55,270.35,269.41437,700.0,219600.0,1.0,1.0,0.81,0.41011658,-0.39924505,12.843822,219815.22,1.1606797,5.2359877,3.6,0.7326892018318176,-1.5344934463500977,101325.0
223200.0,183.29662,1.0,183.39755,270.0,262.58258,267.55,270.35,269.41437,700.0,223200.0,1.0,1.0,0.81,0.33397526,-0.39917868,13.105541,223414.14,1.236821,5.061455,4.6,0.7326892018318176,-1.5344934463500977,101325.0
226800.0,112.50667,1.0,112.5,270.0,262.58258,267.55,270.35,269.41437,640.0,226800.0,1.0,1.0,0.81,0.21858665,-0.39911208,13.367262,227013.05,1.3522097,5.061455,2.1,0.7326892018318176,-1.5344934463500977,101325.0
230400.0,42.469448,0.5,42.456062,270.0,262.58258,267.55,270.35,269.41437,640.0,230400.0,1.0,1.0,0.81,0.07348638,-0.39904526,13.628982,230611.95,1.4973099,4.886922,1.5,0.7326892018318176,-1.5344934463500977,101325.0
234000.0,1.3522727,0.0,1.3522727,270.0,262.72815,268.15,270.35,269.61313,580.0,234000.0,1.0,1.0,0.85,-0.09285193,-0.39897823,13.890702,234210.86,1.6636482,4.537856,2.6,0.7326892018318176,-1.5344934463500977,101325.0
237600.0,0.0,0.0,0.0,270.0,262.58258,267.55,270.35,269.41437,580.0,237600.0,1.0,1.0,0.81,-0.27365193,-0.398911,14.152422,237809.78,1.8444482,4.363323,2.1,0.7326892018318176,-1.5344934463500977,101325.0
241200.0,0.0,0.0,0.0,270.0,262.58258,267.55,270.35,269.41437,580.0,241200.0,1.0,1.0,0.81,-0.46349627,-0.39884356,14.414143,241408.69,2.0342927,4.1887903,2.6,0.7326892018318176,-1.5344934463500977,101325.0
244800.0,0.0,0.0,0.0,270.0,262.72815,268.15,270.35,269.61313,460.0,244800.0,1.0,1.0,0.85,-0.657524,-0.39877588,14.675862,245007.6,2.2283204,3.6651914,2.1,0.7326892018318176,-1.5344934463500977,101325.0
248400.0,0.0,0.0,0.0,271.0,262.87314,268.75,270.35,269.81094,430.0,248400.0,1.0,1.0,0.89,-0.8500484,-0.398708,14.937583,248606.52,2.4208448,2.9670596,2.1,0.7326892018318176,-1.5344934463500977,101325.0
252000.0,0.0,0.0,0.0,271.0,262.87314,268.75,270.35,269.81094,370.0,252000.0,1.0,1.0,0.89,-1.0313411,-0.3986399,15.199304,252205.42,2.6021373,2.9670596,3.6,0.7326892018318176,-1.5344934463500977,101325.0
255600.0,0.0,0.0,0.0,271.0,262.87314,268.75,270.35,269.81094,370.0,255600.0,1.0,1.0,0.89,-1.1781958,-0.39857158,15.461023,255804.34,2.7489922,3.1415927,4.6,0.7326892018318176,-1.5344934463500977,101325.0
259200.0,0.0,0.0,0.0,270.0,262.72815,268.15,270.35,269.61313,340.0,259200.0,1.0,1.0,0.85,-1.236382,-0.39850304,15.722744,259403.25,2.8071785,2.7925267,4.1,0.7326892018318176,-1.5344934463500977,101325.0
262800.0,0.0,0.0,0.0,270.0,262.72815,268.15,270.35,269.61313,340.0,262800.0,1.0,1.0,0.85,-1.1646005,-0.3984343,15.984465,263002.16,2.7353969,2.9670596,4.1,0.7326892018318176,-1.5344934463500977,101325.0
266400.0,0.0,0.0,0.0,270.0,262.72815,268.15,270.35,269.61313,340.0,266400.0,1.0,1.0,0.85,-1.0117555,-0.39836535,16.246185,266601.1,2.5825517,2.7925267,5.2,0.7326892018318176,-1.5344934463500977,101325.0
270000.0,0.0,0.0,0.0,270.0,262.72815,268.15,270.35,269.61313,340.0,270000.0,1.0,1.0,0.85,-0.82836163,-0.39829618,16.507906,270200.0,2.399158,2.9670596,5.7,0.7326892018318176,-1.5344934463500977,101325.0
273600.0,0.0,0.0,0.0,268.0,262.24225,268.15,269.85,269.27643,270.0,273600.0,1.0,1.0,0.88,-0.6352302,-0.3982268,16.769627,273798.9,2.2060266,3.3161256,5.2,0.7326892018318176,-1.5344934463500977,101325.0
277200.0,0.0,0.0,0.0,268.0,262.24225,268.15,269.85,269.27643,240.0,277200.0,1.0,1.0,0.88,-0.44133273,-0.39815718,17.031347,277397.84,2.012129,2.9670596,4.6,0.7326892018318176,-1.5344934463500977,101325.0
280800.0,0.0,0.0,0.0,268.0,262.24225,268.15,269.85,269.27643,180.0,280800.0,1.0,1.0,0.88,-0.25215104,-0.39808738,17.293068,280996.75,1.8229474,2.6179938,4.1,0.7326892018318176,-1.5344934463500977,101325.0
284400.0,3.5625,0.0,3.42,271.0,262.99353,269.25,270.35,269.95868,120.0,284400.0,1.0,1.0,0.92,-0.07255105,-0.39801735,17.554789,284595.66,1.6433474,2.7925267,4.1,0.7326892018318176,-1.5344934463500977,101325.0
288000.0,47.481106,0.0,47.543415,271.0,262.99353,269.25,270.35,269.95868,120.0,288000.0,1.0,1.0,0.92,0.09193253,-0.3979471,17.81651,288194.6,1.4788638,2.443461,4.6,0.7326892018318176,-1.5344934463500977,101325.0
291600.0,102.51536,0.5,103.00717,274.0,263.5772,269.25,270.95,270.3944,210.0,291600.0,1.0,1.0,0.89,0.23433521,-0.39787665,18.07823,291793.5,1.3364611,2.6179938,4.6,0.7326892018318176,-1.5344934463500977,101325.0
295200.0,157.15695,1.0,157.02942,276.0,264.0636,269.25,271.45,270.67133,310.0,295200.0,1.0,1.0,0.85,0.34599406,-0.397806,18.33995,295392.44,1.2248023,2.6179938,5.2,0.7326892018318176,-1.5344934463500977,101325.0
298800.0,191.62712,1.0,192.33824,276.0,264.20816,269.85,271.45,270.8805,400.0,298800.0,1.0,1.0,0.89,0.41733697,-0.3977351,18.601671,298991.34,1.1534593,2.443461,3.6,0.7326892018318176,-1.5344934463500977,101325.0
302400.0,195.24908,0.5416667,195.25388,279.0,264.91245,270.35,272.05,271.46356,340.0,302400.0,1.0,1.0,0.89,0.4403706,-0.397664,18.863394,302590.28,1.1304258,2.268928,3.6,0.7326892018318176,-1.5344934463500977,101325.0
306000.0,177.435,0.5,177.435,281.0,265.39935,270.35,272.55,271.7285,340.0,306000.0,1.0,1.0,0.85,0.4121142,-0.3975927,19.125114,306189.2,1.1586821,3.6651914,2.1,0.7326892018318176,-1.5344934463500977,101325.0
309600.0,144.11995,0.45833334,144.11995,281.0,265.39935,270.35,272.55,271.7285,310.0,309600.0,1.0,1.0,0.85,0.33619553,-0.39752117,19.386835,309788.12,1.2346008,5.5850534,2.1,0.7326892018318176,-1.5344934463500977,101325.0
313200.0,97.42202,0.0,97.42202,280.0,265.0563,270.95,272.05,271.6244,120.0,313200.0,1.0,1.0,0.92,0.22093154,-0.39744943,19.648556,313387.03,1.3498648,5.7595863,3.1,0.7326892018318176,-1.5344934463500977,101325.0
316800.0,33.785088,0.0,33.785088,279.0,264.91245,270.35,272.05,271.46356,210.0,316800.0,1.0,1.0,0.89,0.07588646,-0.3973775,19.910276,316985.97,1.4949099,5.7595863,4.1,0.7326892018318176,-1.5344934463500977,101325.0
320400.0,3.6458333,0.0,3.6458333,270.0,262.72815,268.15,270.35,269.61313,430.0,320400.0,1.0,1.0,0.85,-0.090437286,-0.3973053,20.171999,320584.88,1.6612337,5.7595863,7.7,0.7326892018318176,-1.5344934463500977,101325.0
324000.0,0.0,0.0,0.0,265.0,261.39294,267.05,269.25,268.55386,240.0,324000.0,1.0,1.0,0.85,-0.2712417,-0.39723292,20.43372,324183.8,1.842038,5.7595863,7.2,0.7326892018318176,-1.5344934463500977,101325.0
327600.0,0.0,0.0,0.0,259.0,260.058,265.95,268.15,267.4934,430.0,327600.0,1.0,1.0,0.85,-0.46109435,-0.39716035,20.69544,327782.75,2.0318906,5.5850534,7.7,0.7326892018318176,-1.5344934463500977,101325.0
331200.0,0.0,0.0,0.0,259.0,260.058,265.95,268.15,267.4934,460.0,331200.0,1.0,1.0,0.85,-0.6551233,-0.39708754,20.957163,331381.66,2.2259197,5.4105206,6.7,0.7326892018318176,-1.5344934463500977,101325.0
334800.0,0.0,0.0,0.0,262.0,260.7618,266.45,268.75,268.072,460.0,334800.0,1.0,1.0,0.85,-0.847635,-0.39701453,21.218884,334980.6,2.4184313,5.4105206,8.2,0.7326892018318176,-1.5344934463500977,101325.0
338400.0,0.0,0.0,0.0,260.0,260.17963,266.45,268.15,267.62552,460.0,338400.0,1.0,1.0,0.88,-1.0289121,-0.3969413,21.480604,338579.53,2.5997083,5.7595863,8.8,0.7326892018318176,-1.5344934463500977,101325.0
342000.0,0.0,0.0,0.0,232.0,252.99168,263.75,267.05,266.14032,2000.0,342000.0,0.5,0.5,0.78,-1.1758718,-0.39686784,21.742327,342178.44,2.746668,5.7595863,6.7,0.7326892018318176,-1.5344934463500977,101325.0
345600.0,0.0,0.0,0.0,215.0,248.05028,262.55,265.95,265.05594,2000.0,345600.0,0.0,0.0,0.77,-1.2347283,-0.3967942,22.004047,345777.38,2.8055246,5.061455,5.2,0.7326892018318176,-1.5344934463500977,101325.0
349200.0,0.0,0.0,0.0,235.0,253.82623,262.05,265.95,264.93805,760.0,349200.0,0.8,0.8,0.74,-1.1640148,-0.39672032,22.26577,349376.3,2.734811,5.4105206,6.2,0.7326892018318176,-1.5344934463500977,101325.0
352800.0,0.0,0.0,0.0,238.0,254.57239,263.15,266.45,265.57047,1010.0,352800.0,0.8,0.8,0.78,-1.011801,-0.39664623,22.52749,352975.25,2.5825973,5.4105206,5.2,0.7326892018318176,-1.5344934463500977,101325.0
356400.0,0.0,0.0,0.0,232.0,252.94743,262.55,265.95,265.05594,880.0,356400.0,0.7,0.7,0.77,-0.8286655,-0.39657193,22.789213,356574.16,2.3994617,5.061455,3.6,0.7326892018318176,-1.5344934463500977,101325.0
360000.0,0.0,0.0,0.0,219.0,249.31471,261.45,264.25,263.58228,2000.0,360000.0,0.4,0.4,0.81,-0.63560224,-0.39649743,23.050934,360173.1,2.2063985,5.061455,4.1,0.7326892018318176,-1.5344934463500977,101325.0
363600.0,0.0,0.0,0.0,196.0,242.3419,258.15,260.95,260.37677,2000.0,363600.0,0.0,0.0,0.8,-0.44166416,-0.3964227,23.312656,363772.03,2.0124605,4.712389,5.7,0.7326892018318176,-1.5344934463500977,101325.0
367200.0,0.0,0.0,0.0,187.0,239.76894,255.95,258.75,258.254,2000.0,367200.0,0.0,0.0,0.8,-0.25236356,-0.39634776,23.574377,367370.97,1.8231599,4.712389,5.2,0.7326892018318176,-1.5344934463500977,101325.0
370800.0,7.4375,3.182927,6.7954545,184.0,238.79892,254.25,258.15,257.50623,2000.0,370800.0,0.0,0.1,0.73,-0.07257525,-0.39627263,23.8361,370969.9,1.6433716,4.712389,5.2,0.7326892018318176,-1.5344934463500977,101325.0
374400.0,36.859375,220.15515,63.87202,198.0,243.18025,257.55,259.25,258.9171,2000.0,374400.0,0.3,0.7,0.87,0.09216657,-0.39619726,24.097822,374568.84,1.4786297,4.363323,6.2,0.7326892018318176,-1.5344934463500977,101325.0
378000.0,52.71875,580.0505,195.33588,196.0,242.58249,257.55,259.25,258.9171,2000.0,378000.0,0.2,0.3,0.87,0.23489897,-0.3961217,24.359543,378167.75,1.3358973,4.363323,6.2,0.7326892018318176,-1.5344934463500977,101325.0
381600.0,60.046875,795.08514,331.0739,197.0,242.66104,257.55,261.45,260.64954,2000.0,381600.0,0.0,0.1,0.73,0.34695113,-0.39604592,24.621265,381766.7,1.2238452,4.1887903,5.7,0.7326892018318176,-1.5344934463500977,101325.0
385200.0,67.046875,848.0032,417.26303,205.0,245.08812,258.75,263.75,262.61917,2000.0,385200.0,0.0,0.0,0.67,0.4187209,-0.39596993,24.882988,385365.62,1.1520754,4.0142574,6.2,0.7326892018318176,-1.5344934463500977,101325.0
388800.0,69.16741,867.18335,446.60416,210.0,246.84242,259.85,265.35,264.0296,2000.0,388800.0,0.0,0.0,0.65,0.44215906,-0.3958937,25.144709,388964.56,1.1286373,4.1887903,7.7,0.7326892018318176,-1.5344934463500977,101325.0
392400.0,70.99208,805.01355,393.4664,215.0,248.13232,260.95,266.45,265.04285,2000.0,392400.0,0.0,0.0,0.65,0.41422528,-0.39581728,25.406431,392563.5,1.156571,3.8397243,7.7,0.7326892018318176,-1.5344934463500977,101325.0
