,HDifHor,HDirNor,HGloHor,HHorIR,TBlaSky,TDewPoi,TDryBul,TWetBul,ceiHei,cloTim,nOpa,nTot,relHum,solAlt,solDec,solHouAng,solTim,solZen,winDir,winSpe,lat,lon,pAtm
86400.0,58.21981665206282,0.5695890269867361,58.17734245404805,279.8400841281839,265.0682615515304,267.45755046687714,272.93207665012307,271.0691545042273,2833.789169520548,86400.0,1.0,1.0,0.6739956499779061,0.03439280962290828,-0.4015419675062781,3.1602094206091476,86656.00074914383,1.5364035514936054,1.164352400662148,1.3298495175087288,0.7326892018318176,-1.5344934463500977,101325.0
90000.0,67.20435625886265,0.657488568188393,67.15532740066041,280.6738915987755,265.2524539477205,267.5204459412457,273.1058021440898,271.19777599317297,2797.923044422446,90000.0,1.0,1.0,0.6691184318773278,0.0690302262635536,-0.4014831844666233,3.4219280813382644,90254.89107983733,1.501766135703483,1.3440364131100102,1.5350732084822982,0.7326892018318176,-1.5344934463500977,101325.0
93600.0,76.18889586566246,0.7453881093900497,76.13331234727276,281.50769906936716,265.4366463439105,267.5833414156143,273.2795276380565,271.32639748211864,2762.0569193243437,93600.0,1.0,1.0,0.6642412137767496,0.10366764290419889,-0.4014244014269685,3.683646742067381,93853.78141053082,1.4671287199133607,1.5237204255578725,1.7402968994558674,0.7326892018318176,-1.5344934463500977,101325.0
97200.0,85.17343547246227,0.8332876505917065,85.11129729388512,282.3415065399588,265.6208387401006,267.6462368899829,273.45325313202324,271.4550189710643,2726.1907942262415,97200.0,1.0,1.0,0.6593639956761713,0.13830505954484418,-0.4013656183873137,3.9453654027964973,97452.67174122432,1.4324913041232383,1.703404438005735,1.9455205904294368,0.7326892018318176,-1.5344934463500977,101325.0
100800.0,94.15797507926209,0.9211871917933634,94.08928224049747,283.17531401055044,265.80503113629067,267.70913236435143,273.6269786259899,271.58364046001,2690.3246691281392,100800.0,1.0,1.0,0.654486777575593,0.17294247618548947,-0.401306835347659,4.207084063525613,101051.56207191781,1.397853888333116,1.8830884504535972,2.150744281403006,0.7326892018318176,-1.5344934463500977,101325.0
104400.0,103.14251468606192,1.0090867329950202,103.06726718710982,284.0091214811421,265.98922353248076,267.77202783872,273.80070411995666,271.71226194895564,2654.458544030037,104400.0,1.0,1.0,0.6496095594750148,0.20757989282613476,-0.4012480523080042,4.46880272425473,104650.4524026113,1.3632164725429936,2.0627724629014597,2.3559679723765754,0.7326892018318176,-1.5344934463500977,101325.0
108000.0,112.12705429286173,1.096986274196677,112.04525213372217,284.8429289517337,266.1734159286708,267.8349233130886,273.97442961392335,271.8408834379013,2618.592418931935,108000.0,1.0,1.0,0.6447323413744365,0.24221730946678005,-0.4011892692683494,4.730521384983847,108249.3427333048,1.3285790567528712,2.242456475349322,2.5611916633501446,0.7326892018318176,-1.5344934463500977,101325.0
111600.0,121.11159389966154,1.1848858153983337,121.02323708033452,285.6767364223254,266.35760832486085,267.8978187874572,274.1481551078901,271.969504926847,2582.7262938338326,111600.0,1.0,1.0,0.6398551232738582,0.27685472610742534,-0.4011304862286946,4.992240045712963,111848.23306399828,1.2939416409627489,2.422140487797184,2.7664153543237138,0.7326892018318176,-1.5344934463500977,101325.0
115200.0,130.09613350646137,1.2727853565999907,130.0012220269469,286.51054389291704,266.54180072105095,267.9607142618258,274.32188060185683,272.09812641579265,2546.8601687357304,115200.0,1.0,1.0,0.6349779051732799,0.3114921427480706,-0.4010717031890399,5.25395870644208,115447.1233946918,1.2593042251726265,2.6018245002450464,2.971639045297283,0.7326892018318176,-1.5344934463500977,101325.0
118800.0,139.08067311326118,1.3606848978016475,138.97920697355923,287.3443513635087,266.725993117241,268.0236097361944,274.4956060958235,272.2267479047383,2510.9940436376282,118800.0,1.0,1.0,0.6301006870727016,0.3461295593887159,-0.4010129201493851,5.515677367171197,119046.01372538527,1.224666809382504,2.7815085126929087,3.1768627362708526,0.7326892018318176,-1.5344934463500977,101325.0
122400.0,148.065212720061,1.4485844390033042,147.9571919201716,288.1781588341003,266.9101855134311,268.0865052105629,274.66933158979026,272.355369393684,2475.127918539526,122400.0,1.0,1.0,0.6252234689721233,0.38076697602936116,-0.4009541371097303,5.777396027900313,122644.90405607877,1.1900293935923816,2.9611925251407714,3.3820864272444218,0.7326892018318176,-1.5344934463500977,101325.0
126000.0,157.0497523268608,1.536483980204961,156.93517686678393,289.01196630469195,267.09437790962113,268.1494006849315,274.84305708375695,272.48399088262966,2439.261793441424,126000.0,1.0,1.0,0.6203462508715452,0.4154043926700065,-0.4008953540700756,6.03911468862943,126243.79438677226,1.1553919778022592,3.1408765375886336,3.587310118217991,0.7326892018318176,-1.5344934463500977,101325.0
129600.0,148.783975888605,1.455616402299437,148.67543071590057,288.6395485237853,267.0097631167059,268.28131605174445,274.7231014722014,272.4505347683005,2323.9931256019904,129600.0,1.0,1.0,0.6334550952258176,0.36513541332662924,-0.40083293433058753,6.300833976432068,129842.6926369863,1.2056609571796575,3.290013421071719,3.7203519768910867,0.7326892018318176,-1.5344934463500977,101325.0
133200.0,139.79943628180516,1.36771686109778,139.6974457692882,288.21687135739955,266.91394802424463,268.41610724740923,274.5909091479158,272.4103254205016,2205.4160184816683,133200.0,1.0,1.0,0.6473133588490421,0.31132866748391763,-0.40077036306193975,6.5625532903627715,133441.59121718036,1.2594677030223689,3.4378775075146053,3.8503862592183293,0.7326892018318176,-1.5344934463500977,101325.0
136800.0,130.81489667500534,1.2798173198961231,130.71946082267587,287.79419419101384,266.81813293178334,268.550898443074,274.45871682363014,272.3701160727026,2086.838911361346,136800.0,1.0,1.0,0.6611716224722666,0.2575219216412061,-0.40070779179329197,6.8242726042934745,137040.48979737444,1.3132744488650805,3.5857415939574917,3.9804205415455716,0.7326892018318176,-1.5344934463500977,101325.0
