#1 
double tab(8641,2)
99900.0 263.9124979101539
100200.0 263.87703179093324
100500.0 263.82603552426633
100800.0 263.7444819878288
101100.0 263.65337152164096
101400.0 263.55443494728235
101700.0 263.45483067372345
102000.0 263.3537540378255
102300.0 263.2520796734358
102600.0 263.14997952984635
102900.0 263.04795903376396
103200.0 262.9461067651277
103500.0 262.8453092676921
103800.0 262.7454422317949
104100.0 262.6469708882055
104400.0 262.5502891261814
104700.0 262.4544808503975
105000.0 262.3591051191795
105300.0 262.26390945083085
105600.0 262.1692742098048
105900.0 262.07526024533297
106200.0 261.98189811199995
106500.0 261.88992783097456
106800.0 261.79847355142607
107100.0 261.7093324642462
107400.0 261.6210875503588
107700.0 261.5348944016411
108000.0 261.4524626097231
108300.0 261.3727995943382
108600.0 261.30624469333316
108900.0 261.24368096
109200.0 261.1931556266668
109500.0 261.14697678933345
109800.0 261.1075394559999
110100.0 261.0737434666666
110400.0 261.04280213333334
110700.0 261.01738694399995
111000.0 260.99303850666655
111300.0 260.9713131733333
111600.0 260.9521698391919
111900.0 260.9358236708418
112200.0 260.92993457648487
112500.0 260.9277151709091
112800.0 260.9344863224242
113100.0 260.9423799059394
113400.0 260.95294305745455
113700.0 260.96258171151516
114000.0 260.9715172266666
114300.0 260.97453303272727
114600.0 260.9750249813333
114900.0 260.9644463146666
115200.0 260.94617217215347
115500.0 260.9155532038034
115800.0 260.8702844346181
116100.0 260.8173334527997
116400.0 260.7523021381817
116700.0 260.68565282909094
117000.0 260.61628061090926
117300.0 260.54983966720016
117600.0 260.4866777762908
117900.0 260.4352891578181
118200.0 260.38835856989095
118500.0 260.36645922443637
118800.0 260.3507224087272
119100.0 260.350220736
119400.0 260.34999999999997
119700.0 260.34999999999997
120000.0 260.34999999999997
120300.0 260.34999999999997
120600.0 260.34999999999997
120900.0 260.34999999999997
121200.0 260.34999999999997
121500.0 260.34999999999997
121800.0 260.34999999999997
122100.0 260.34999999999997
122400.0 260.3508730851555
122700.0 260.3554204036741
123000.0 260.36370218666667
123300.0 260.37629791999996
123600.0 260.39068125013335
123900.0 260.4056795946667
124200.0 260.417430528
124500.0 260.4266681813333
124800.0 260.42944311466664
125100.0 260.4241155712
125400.0 260.4122121045333
125700.0 260.3835148586667
126000.0 260.3488803271112
126300.0 260.29211413451833
126600.0 260.2276147626664
126900.0 260.1498344959999
127200.0 260.0622545493335
127500.0 259.96916228266707
127800.0 259.86730606080005
128100.0 259.7638852693331
128400.0 259.65727620266676
128700.0 259.55148574720005
129000.0 259.4466718805329
129300.0 259.3473162666664
129600.0 259.25
129900.0 259.1526837333336
130200.0 259.05332811946704
130500.0 258.94851425279995
130800.0 258.84272379733324
131100.0 258.7361147306668
131400.0 258.6326939391999
131700.0 258.5308377173329
132000.0 258.43774545066645
132300.0 258.3501655040001
132600.0 258.27238523733354
132900.0 258.2078858654816
133200.0 258.1511196728888
133500.0 258.11648514133327
133800.0 258.08778789546665
134100.0 258.07588442879995
134400.0 258.0705568853333
134700.0 258.07333181866665
135000.0 258.08256947199993
135300.0 258.09432040533324
135600.0 258.10931874986665
135900.0 258.12370208000004
136200.0 258.1362978133333
136500.0 258.14457959632585
136800.0 258.14912691484443
137100.0 258.15
137400.0 258.15
137700.0 258.15
138000.0 258.15
138300.0 258.15
138600.0 258.15
138900.0 258.15
139200.0 258.15
139500.0 258.15
139800.0 258.15
140100.0 258.1496812053333
140400.0 258.148956672
140700.0 258.12582844159994
141000.0 258.09363804159983
141300.0 258.02258515200003
141600.0 257.9437094144001
141900.0 257.8439350143996
142200.0 257.7353510399996
142500.0 257.61889183999995
142800.0 257.49820864000026
143100.0 257.37691042560056
143400.0 257.2612960256
143700.0 257.1514803953776
144000.0 257.05272288426676
144300.0 256.95833333333326
144600.0 256.8666666666662
144900.0 256.77499999999975
145200.0 256.68333333333334
145500.0 256.5916666666669
145800.0 256.5000000000002
146100.0 256.4083333333332
146400.0 256.3166666666666
146700.0 256.22500000000025
147000.0 256.13333333333316
147300.0 256.04182557036995
147600.0 255.9507996444443
147900.0 255.86586412800008
148200.0 255.78655052800028
148500.0 255.7184440448001
148800.0 255.65405375999984
149100.0 255.60096736
149400.0 255.55124203520003
149700.0 255.50815883519985
150000.0 255.46989683199985
150300.0 255.43474323199996
150600.0 255.40474291200005
150900.0 255.3761732169698
151200.0 255.35166446545452
151500.0 255.3333690356363
151800.0 255.32351434472724
152100.0 255.32272719243636
152400.0 255.32590057425458
152700.0 255.33593711127273
153000.0 255.34647700945453
153300.0 255.3578924276363
153600.0 255.36685739519996
153900.0 255.37348677701814
154200.0 255.37170848581817
154500.0 255.36670319357845
154800.0 255.34634776462212
155100.0 255.3211185454544
155400.0 255.28590399999996
155700.0 255.24479854545461
156000.0 255.19976581818202
156300.0 255.15028113454548
156600.0 255.10008639999987
156900.0 255.0495554909091
157200.0 255.0008217018182
157500.0 254.9546107927271
157800.0 254.91461439999986
158100.0 254.8774362181818
158400.0 254.8541024129293
158700.0 254.83594363733337
159000.0 254.83300642521212
159300.0 254.83688255999996
159600.0 254.84746389333327
159900.0 254.8623185881212
160200.0 254.8782866036364
160500.0 254.8918701187879
160800.0 254.90208839757574
161100.0 254.90515554909092
161400.0 254.89725412460604
161700.0 254.88179327612113
162000.0 254.84625536116363
162300.0 254.8064832741334
162600.0 254.75988880746652
162900.0 254.71184120799978
163200.0 254.66168514133327
163500.0 254.61007659466677
163800.0 254.55778452800024
164100.0 254.50481616053335
164400.0 254.45197389866655
164700.0 254.39968663200003
165000.0 254.34846120213334
165300.0 254.29831473546645
165600.0 254.25048163167662
165900.0 254.20339932727273
166200.0 254.15756432727287
166500.0 254.11212755272743
166800.0 254.0675689163636
167100.0 254.02392769090903
167400.0 253.98093996363642
167700.0 253.9395490654545
168000.0 253.89870327272706
168300.0 253.8597409999999
168600.0 253.82176054545457
168900.0 253.78525281818196
169200.0 253.75683351822232
169500.0 253.73236214111782
169800.0 253.74807848727264
170100.0 253.77311221527265
170400.0 253.82331148800017
170700.0 253.88204561454566
171000.0 253.9497343418182
171300.0 254.01961186909074
171600.0 254.08980525381784
171900.0 254.14864452654538
172200.0 254.19947677090917
172500.0 254.23197713454545
172800.0 254.2423955898181
173100.0 254.23655930698976
173400.0 254.20350698666658
173700.0 254.16319552
174000.0 254.10542485333352
174300.0 254.04461853866684
174600.0 253.9791038719999
174900.0 253.91647893333325
175200.0 253.85531626666676
175500.0 253.80954892799994
175800.0 253.77077141333316
176100.0 253.7546007466666
176400.0 253.75486072888884
176700.0 253.7729205807406
177000.0 253.8058036337777
177300.0 253.84386549333342
177600.0 253.89373304888883
177900.0 253.94513506844436
178200.0 254.00018662400015
178500.0 254.0542566755557
178800.0 254.10758023111111
179100.0 254.15364618666655
179400.0 254.196587918222
179700.0 254.22571947377773
180000.0 254.24937479111114
180300.0 254.26424530962962
180600.0 254.27868937955554
180900.0 254.29290982400005
181200.0 254.30471004444445
181500.0 254.31528248888884
181800.0 254.3216949333333
182100.0 254.32442955377775
182400.0 254.3230499982222
182700.0 254.31394474666666
183000.0 254.30197357511113
183300.0 254.27723401955546
183600.0 254.24951807999986
183900.0 254.21444385777772
184200.0 254.17828204088892
184500.0 254.14126568533348
184800.0 254.10265455217782
185100.0 254.0635040782221
185400.0 254.0224813226667
185700.0 253.98060790471112
186000.0 253.93732274915538
186300.0 253.89245958399982
186600.0 253.84673922844442
186900.0 253.79861951288902
187200.0 253.74997351253353
187500.0 253.69999075697777
187800.0 253.64999999999992
188100.0 253.60000000000005
188400.0 253.54999999999993
188700.0 253.49999999999972
189000.0 253.44999999999987
189300.0 253.40000000000003
189600.0 253.35000000000016
189900.0 253.3000000000001
190200.0 253.2499999999999
190500.0 253.19999999999996
190800.0 253.14973365760008
191100.0 253.09695925759985
191400.0 253.04262041599975
191700.0 252.98559481599992
192000.0 252.92783193600008
192300.0 252.86965433600025
192600.0 252.81326279680005
192900.0 252.75797625599986
193200.0 252.706825856
193500.0 252.6594051712
193800.0 252.61643397119983
194100.0 252.58168159999988
194400.0 252.54999999999998
194700.0 252.5316816
195000.0 252.51643397120003
195300.0 252.5094051712
195600.0 252.50682585599998
195900.0 252.50797625599995
196200.0 252.51326279679998
196500.0 252.519654336
196800.0 252.52783193599998
197100.0 252.53559481599999
197400.0 252.54262041599995
197700.0 252.54695925759995
198000.0 252.54973365759997
198300.0 252.54999999999998
198600.0 252.54999999999998
198900.0 252.54999999999998
199200.0 252.54999999999998
199500.0 252.54999999999998
199800.0 252.54999999999998
200100.0 252.54999999999998
200400.0 252.54999999999998
200700.0 252.54999999999998
201000.0 252.54999999999998
201300.0 252.54999999999998
201600.0 252.54999999999998
201900.0 252.54999999999998
202200.0 252.54999999999998
202500.0 252.54999999999998
202800.0 252.54999999999998
203100.0 252.54999999999998
203400.0 252.54999999999998
203700.0 252.54999999999998
204000.0 252.54999999999998
204300.0 252.54999999999998
204600.0 252.54999999999998
204900.0 252.54986639438596
205200.0 252.54956274526316
205500.0 252.5398028867368
205800.0 252.5262180446315
206100.0 252.4958931873684
206400.0 252.46205857010528
206700.0 252.4188147806314
207000.0 252.37119848421034
207300.0 252.31967343157888
207600.0 252.26501574736852
207900.0 252.20960728252655
208200.0 252.1546161246316
208500.0 252.10077002972676
208800.0 252.04910754331482
209100.0 251.97924349992144
209400.0 251.89803303139684
209700.0 251.7887603992567
210000.0 251.67368862051603
210300.0 251.54675302505714
210600.0 251.42126651006848
210900.0 251.2976852675499
211200.0 251.18876996227027
211500.0 251.0860210169661
211800.0 251.02066286735186
212100.0 250.9705325057033
212400.0 250.9637887299896
212700.0 251.00732440439194
213000.0 251.09727187890132
213300.0 251.2530156572234
213600.0 251.4293918368632
213900.0 251.65479926431354
214200.0 251.88749502983504
214500.0 252.13459393964
214800.0 252.37622033443216
215100.0 252.61431839717656
215400.0 252.81748646462702
215700.0 253.00602582308943
216000.0 253.13952592112932
216300.0 253.26593158133346
216600.0 253.38269951466646
216900.0 253.4982822992
217200.0 253.61334743253386
217500.0 253.7219343226669
217800.0 253.82750337599992
218100.0 253.924194109333
218400.0 254.01234898346638
218700.0 254.09236811680006
219000.0 254.15540486933335
219300.0 254.2123602639538
219600.0 254.2456728631309
219900.0 254.2748388962964
220200.0 254.29550952592592
220500.0 254.31101015555552
220800.0 254.32306411851846
221100.0 254.3279496601481
221400.0 254.3306562044444
221700.0 254.32666483407408
222000.0 254.31958313837035
222300.0 254.30816310133326
222600.0 254.29190458962958
222900.0 254.2734518859259
223200.0 254.24881270750913
223500.0 254.22280865694125
223800.0 254.19313971576466
224100.0 254.16117079529405
224400.0 254.1269384031373
224700.0 254.08907274854894
225000.0 254.0499278870586
225300.0 254.0062128282352
225600.0 253.96092362039218
225900.0 253.91228934588253
226200.0 253.8606726914511
226500.0 253.80700061301948
226800.0 253.7452857856
227100.0 253.6782719992472
227400.0 253.58563698748205
227700.0 253.4840477101172
228000.0 253.36946596894106
228300.0 253.24837926776493
228600.0 253.12423140894174
228900.0 253.00276294851773
229200.0 252.88483328752915
229500.0 252.77869502870593
229800.0 252.68623432583536
230100.0 252.60767178465858
230400.0 252.558074725486
230700.0 252.5184371282051
231000.0 252.50782687179486
231300.0 252.5033222153846
231600.0 252.5122811897436
231900.0 252.52684656410256
232200.0 252.54540553846147
232500.0 252.56364845128203
232800.0 252.58051487179492
233100.0 252.58836615384615
233400.0 252.58809435897436
233700.0 252.57563794871803
234000.0 252.54727932280343
234300.0 252.51115890115088
234600.0 252.47199119664333
234900.0 252.432454357035
235200.0 252.39223382556628
235500.0 252.35155234909072
235800.0 252.31038725818178
236100.0 252.26844919944062
236400.0 252.22623217946872
236700.0 252.18296045918882
237000.0 252.13933546965026
237300.0 252.0949016794406
237600.0 252.0494620605762
237900.0 252.00328204006317
238200.0 251.95460361309077
238500.0 251.9052359621818
238800.0 251.85409807127286
239100.0 251.80259651840015
239400.0 251.75053091839993
239700.0 251.69856904727266
240000.0 251.64665966545462
240300.0 251.5959110597817
240600.0 251.54572523054523
240900.0 251.497380066909
241200.0 251.45226166569225
241500.0 251.41063892376326
241800.0 251.38055581113733
242100.0 251.35461897411759
242400.0 251.3425353662745
242700.0 251.33415670337254
243000.0 251.33458980141177
243300.0 251.34117975215685
243600.0 251.35245237960783
243900.0 251.37142138352934
244200.0 251.39269470368615
244500.0 251.42061486054902
244800.0 251.45665332823006
245100.0 251.50571491951533
245400.0 251.5840092656942
245700.0 251.67763298334168
246000.0 251.7964707011767
246300.0 251.91894185411758
246600.0 252.04812171294074
246900.0 252.17239348254077
247200.0 252.2911748472472
247500.0 252.38824415623534
247800.0 252.4770751743998
248100.0 252.51870642145875
248400.0 252.54862322447062
248700.0 252.54957931858823
249000.0 252.54999999999998
249300.0 252.54999999999998
249600.0 252.54999999999998
249900.0 252.54999999999998
250200.0 252.54999999999998
250500.0 252.54999999999998
250800.0 252.54999999999998
251100.0 252.54999999999998
251400.0 252.54999999999998
251700.0 252.54999999999998
252000.0 252.54999999999998
252300.0 252.54999999999998
252600.0 252.54999999999998
252900.0 252.54999999999998
253200.0 252.54999999999998
253500.0 252.54999999999998
253800.0 252.54999999999998
254100.0 252.54999999999998
254400.0 252.54999999999998
254700.0 252.54999999999998
255000.0 252.54999999999998
255300.0 252.54999999999998
255600.0 252.54649151431107
255900.0 252.50994478838493
256200.0 252.44833757866635
256500.0 252.3436917119999
256800.0 252.2093088853336
257100.0 252.05819901866744
257400.0 251.88457077760012
257700.0 251.70823272533295
258000.0 251.52951325866678
258300.0 251.3593913984001
258600.0 251.19952633173278
258900.0 251.06923786666624
259200.0 250.95
259500.0 250.85833333333358
259800.0 250.766666666667
260100.0 250.67499999999993
260400.0 250.58333333333323
260700.0 250.49166666666682
261000.0 250.3999999999999
261300.0 250.30833333333288
261600.0 250.21666666666647
261900.0 250.12500000000009
262200.0 250.03333333333367
262500.0 249.94166666666686
262800.0 249.8499999999998
263100.0 249.75833333333333
263400.0 249.66666666666683
263700.0 249.57499999999976
264000.0 249.48333333333298
264300.0 249.39166666666657
264600.0 249.30000000000018
264900.0 249.20833333333377
265200.0 249.1166666666667
265500.0 249.02499999999984
265800.0 248.93333333333342
266100.0 248.84209921469633
266400.0 248.7512395406219
266700.0 248.71859244799978
267000.0 248.70729676799996
267300.0 248.78246636799963
267600.0 248.8786748671996
267900.0 249.01361406720017
268200.0 249.1644997120001
268500.0 249.32499411199962
268800.0 249.4777298688001
269100.0 249.62236230400057
269400.0 249.7313239040002
269700.0 249.8070237333333
270000.0 249.84039039999996
270300.0 249.84999999999997
270600.0 249.84999999999997
270900.0 249.84999999999997
271200.0 249.84999999999997
271500.0 249.84999999999997
271800.0 249.84999999999997
272100.0 249.84999999999997
272400.0 249.84999999999997
272700.0 249.84999999999997
273000.0 249.84999999999997
273300.0 249.84999999999997
273600.0 249.84999999999997
273900.0 249.84999999999997
274200.0 249.84999999999997
274500.0 249.84999999999997
274800.0 249.84999999999997
275100.0 249.84999999999997
275400.0 249.84999999999997
275700.0 249.84999999999997
276000.0 249.84999999999997
276300.0 249.84999999999997
276600.0 249.84999999999997
276900.0 249.84999999999997
277200.0 249.84999999999997
277500.0 249.84999999999997
277800.0 249.84999999999997
278100.0 249.84999999999997
278400.0 249.84999999999997
278700.0 249.84999999999997
279000.0 249.84999999999997
279300.0 249.84999999999997
279600.0 249.84999999999997
279900.0 249.84999999999997
280200.0 249.84999999999997
280500.0 249.84999999999997
280800.0 249.84999999999997
281100.0 249.84999999999997
281400.0 249.84999999999997
281700.0 249.84999999999997
282000.0 249.84999999999997
282300.0 249.84999999999997
282600.0 249.84999999999997
282900.0 249.84999999999997
283200.0 249.84999999999997
283500.0 249.84999999999997
283800.0 249.84999999999997
284100.0 249.8498389126183
284400.0 249.8469623522318
284700.0 249.83507909565208
285000.0 249.80474309565213
285300.0 249.75975666086964
285600.0 249.70500326956548
285900.0 249.6383918914783
286200.0 249.56963959652157
286500.0 249.49850777043483
286800.0 249.4307201502609
287100.0 249.36762728069544
287400.0 249.317508535652
287700.0 249.27327340521737
288000.0 249.25672975138514
288300.0 249.2482585427478
288600.0 249.2626903972933
288900.0 249.292061376
289200.0 249.3361343499129
289500.0 249.4036683520507
289800.0 249.4794542312731
290100.0 249.58458593720172
290400.0 249.6997712791777
290700.0 249.83632059775434
291000.0 249.9918197043601
291300.0 250.160378800013
291600.0 250.35500845705607
291900.0 250.5558127112723
292200.0 250.76977325672777
292500.0 250.98818293090986
292800.0 251.21304820363653
293100.0 251.4439667127268
293400.0 251.67773380363516
293700.0 251.91806865599978
294000.0 252.15983136000042
294300.0 252.40539335999972
294600.0 252.6523903330908
294900.0 252.90084542400095
295200.0 253.1552365705057
295500.0 253.41272919709084
295800.0 253.7016209425445
296100.0 253.99687939403523
296400.0 254.30617724858203
296700.0 254.6173603825457
297000.0 254.92988645527205
297300.0 255.23047160814573
297600.0 255.52506368000127
297900.0 255.7925125163641
298200.0 256.04063917090883
298500.0 256.2597825527265
298800.0 256.435885284571
299100.0 256.590980080119
299400.0 256.6886454569796
299700.0 256.77334390386926
300000.0 256.82334272835925
300300.0 256.8599672137144
300600.0 256.882559605551
300900.0 256.89713160881627
301200.0 256.90937246249786
301500.0 256.92771185841633
301800.0 256.95308989910205
302100.0 256.994582731755
302400.0 257.0534897543837
302700.0 257.12521555574455
303000.0 257.2033175510206
303300.0 257.2832089795918
303600.0 257.36784163265276
303900.0 257.45458628571396
304200.0 257.54460669387765
304500.0 257.6382045714286
304800.0 257.7336127346936
305100.0 257.8340638367348
305400.0 257.9359804081637
305700.0 258.0421640816328
306000.0 258.1711640142192
306300.0 258.3248815608494
306600.0 258.5780544074559
306900.0 258.8659841941293
307200.0 259.23353328639325
307500.0 259.60816384345986
307800.0 259.9996368033003
308100.0 260.37195145131693
308400.0 260.72969498893235
308700.0 261.010677048453
309000.0 261.26034584184777
309300.0 261.3776706656327
309600.0 261.43963704022457
309900.0 261.4127992359026
310200.0 261.3661088538213
310500.0 261.3090079736467
310800.0 261.23177825185167
311100.0 261.1494438030502
311400.0 261.0529373281049
311700.0 260.94994580761687
312000.0 260.8396998294029
312300.0 260.72218945464044
312600.0 260.60208688745996
312900.0 260.47628849094525
313200.0 260.3501557291498
313500.0 260.2231963420768
313800.0 260.0967019988499
314100.0 259.97057304721625
314400.0 259.84375782282893
314700.0 259.71654064230034
315000.0 259.5870543259608
315300.0 259.4559736988445
315600.0 259.32224719426875
315900.0 259.184666477176
316200.0 259.0449921137777
316500.0 258.89827466332065
316800.0 258.74859748319716
317100.0 258.58904213562926
317400.0 258.4223144888887
317700.0 258.2473016000003
318000.0 258.0630975431109
318300.0 257.87552094222127
318600.0 257.67855605333295
318900.0 257.4797879644446
319200.0 257.2763830755563
319500.0 257.07109255466713
319800.0 256.8642716657774
320100.0 256.6571277688888
320400.0 256.4465956318819
320700.0 256.20480724175735
321000.0 255.9406875039989
321300.0 255.6382161039997
321600.0 255.3159763840006
321900.0 254.9826169840016
322200.0 254.64839081920036
322500.0 254.31941466399934
322800.0 254.0140920640002
323100.0 253.73563917280023
323400.0 253.48924137279923
323700.0 253.30753539999938
324000.0 253.14999999999998
324300.0 253.06991692000014
324600.0 253.00086929344022
324900.0 252.96135773344002
325200.0 252.93941902719993
325500.0 252.93221050719995
325800.0 252.94461418816002
326100.0 252.9628276432001
326400.0 252.99541976320003
326700.0 253.03071101919994
327000.0 253.07080073919983
327300.0 253.11042852899544
327600.0 253.1497873467734
327900.0 253.19436218026664
328200.0 253.24145356629322
328500.0 253.29773367296013
328800.0 253.35640846506686
329100.0 253.41803385173336
329400.0 253.47932746239985
329700.0 253.54049204906633
330000.0 253.59543989077326
330300.0 253.64715033600007
330600.0 253.68997508266662
330900.0 253.72308101942693
331200.0 253.7477736580595
